day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;24400;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;98.0
1;24500;RAINFOREST_RESIN;9996;2;9995;24;;;10002;10;10004;2;10005;24;9999.0;98.0
1;24500;SQUID_INK;1844;26;;;;;1847;26;;;;;1845.5;431.26171875
1;24500;KELP;2033;26;;;;;2036;26;;;;;2034.5;-53.580078125
1;24600;RAINFOREST_RESIN;9996;2;9995;22;;;10002;10;10004;2;10005;22;9999.0;98.0
1;24600;SQUID_INK;1846;24;;;;;1849;24;;;;;1847.5;462.892578125
1;24600;KELP;2033;24;;;;;2036;24;;;;;2034.5;-52.93359375
1;24700;KELP;2033;22;;;;;2036;22;;;;;2034.5;-53.427734375
1;24700;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;98.0
1;24700;SQUID_INK;1848;22;;;;;1851;22;;;;;1849.5;493.544921875
1;24800;SQUID_INK;1849;28;;;;;1852;28;;;;;1850.5;506.91015625
1;24800;KELP;2033;28;;;;;2036;28;;;;;2034.5;-53.26171875
1;24800;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;98.0
1;24900;RAINFOREST_RESIN;9998;7;9995;24;;;10005;24;;;;;10001.5;98.0
1;24900;SQUID_INK;1848;24;;;;;1852;24;;;;;1850.0;503.560546875
1;24900;KELP;2033;24;;;;;2036;24;;;;;2034.5;-54.5390625
1;25000;RAINFOREST_RESIN;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;98.0
1;25000;SQUID_INK;1852;28;;;;;1855;28;;;;;1853.5;561.41796875
1;25000;KELP;2033;28;;;;;2036;28;;;;;2034.5;-55.197265625
1;25100;KELP;2033;27;;;;;2036;27;;;;;2034.5;-56.703125
1;25100;RAINFOREST_RESIN;9998;8;9996;1;9995;26;10004;1;10005;26;;;10001.0;100.0
1;25100;SQUID_INK;1850;27;;;;;1853;27;;;;;1851.5;523.7890625
1;25200;SQUID_INK;1851;32;;;;;1852;4;1854;26;;;1851.5;542.35546875
1;25200;KELP;2033;32;;;;;2034;4;2036;26;;;2033.5;-58.32421875
1;25200;RAINFOREST_RESIN;9996;2;9995;24;;;10000;4;10004;2;10005;24;9998.0;100.0
1;25300;RAINFOREST_RESIN;9998;9;9996;1;9995;21;10004;1;10005;21;;;10001.0;100.0
1;25300;SQUID_INK;1854;22;;;;;1857;22;;;;;1855.5;591.85546875
1;25300;KELP;2033;22;;;;;2036;22;;;;;2034.5;-58.412109375
1;25400;RAINFOREST_RESIN;10002;3;9996;2;9995;27;10004;2;10005;27;;;10003.0;100.0
1;25400;SQUID_INK;1852;29;;;;;1855;29;;;;;1853.5;564.0546875
1;25400;KELP;2033;29;;;;;2036;29;;;;;2034.5;-55.33203125
1;25500;KELP;2033;24;;;;;2035;6;2036;24;;;2034.0;-54.66796875
1;25500;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;100.0
1;25500;SQUID_INK;1852;24;;;;;1854;6;1855;1;1856;23;1853.0;569.3125
1;25600;SQUID_INK;1853;24;;;;;1855;6;1856;24;;;1854.0;585.111328125
1;25600;KELP;2033;24;;;;;2035;6;2036;24;;;2034.0;-54.017578125
1;25600;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;100.0
1;25700;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;100.0
1;25700;SQUID_INK;1849;25;;;;;1852;25;;;;;1850.5;516.986328125
1;25700;KELP;2033;25;;;;;2036;25;;;;;2034.5;-53.859375
1;25800;RAINFOREST_RESIN;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;100.0
1;25800;SQUID_INK;1849;29;;;;;1852;29;;;;;1850.5;513.5
1;25800;KELP;2033;29;;;;;2036;29;;;;;2034.5;-53.216796875
1;25900;KELP;2033;29;;;;;2036;29;;;;;2034.5;-54.189453125
1;25900;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;100.0
1;25900;SQUID_INK;1849;29;;;;;1852;29;;;;;1850.5;511.095703125
1;26000;SQUID_INK;1851;1;1849;27;;;1852;27;;;;;1851.5;515.869140625
1;26000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;100.0
1;26000;KELP;2035;1;2033;27;;;2036;27;;;;;2035.5;-54.677734375
1;26100;SQUID_INK;1850;1;1849;2;1848;25;1851;1;1852;24;;;1850.5;502.326171875
1;26100;KELP;2035;1;2033;27;;;2036;25;;;;;2035.5;-54.689453125
1;26100;RAINFOREST_RESIN;10002;1;9998;3;9996;1;10004;1;10005;24;;;10003.0;100.0
1;26200;SQUID_INK;1848;29;;;;;1851;29;;;;;1849.5;497.880859375
1;26200;RAINFOREST_RESIN;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;100.0
1;26200;KELP;2033;29;;;;;2036;29;;;;;2034.5;-53.73046875
1;26300;KELP;2033;25;;;;;2036;26;;;;;2034.5;-53.728515625
1;26300;SQUID_INK;1847;25;;;;;1851;26;;;;;1849.0;486.427734375
1;26300;RAINFOREST_RESIN;9996;1;9995;25;;;10002;1;10004;1;10005;25;9999.0;100.0
1;26400;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;100.0
1;26400;KELP;2033;27;;;;;2036;27;;;;;2034.5;-53.732421875
1;26400;SQUID_INK;1848;27;;;;;1851;27;;;;;1849.5;490.11328125
1;26500;KELP;2033;22;;;;;2036;22;;;;;2034.5;-54.375
1;26500;SQUID_INK;1847;22;;;;;1850;22;;;;;1848.5;472.791015625
1;26500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;100.0
1;26600;SQUID_INK;1847;31;;;;;1850;31;;;;;1848.5;471.328125
1;26600;RAINFOREST_RESIN;9996;2;9995;29;;;9998;4;10004;2;10005;29;9997.0;100.0
1;26600;KELP;2033;31;;;;;2036;31;;;;;2034.5;-55.341796875
1;26700;KELP;2035;1;2033;34;;;2036;26;;;;;2035.5;-55.177734375
1;26700;SQUID_INK;1846;1;1845;8;1844;26;1847;26;;;;;1846.5;432.40625
1;26700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;102.0
1;26800;RAINFOREST_RESIN;10002;1;9998;7;9995;20;10005;20;;;;;10003.5;102.0
1;26800;KELP;2033;20;;;;;2036;20;;;;;2034.5;-55.048828125
1;26800;SQUID_INK;1844;20;;;;;1847;20;;;;;1845.5;419.990234375
1;26900;KELP;2033;22;;;;;2036;22;;;;;2034.5;-54.244140625
1;26900;SQUID_INK;1846;22;;;;;1849;22;;;;;1847.5;461.87109375
1;26900;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;104.0
1;27000;SQUID_INK;1849;27;;;;;1850;6;1852;27;;;1849.5;506.744140625
1;27000;RAINFOREST_RESIN;9998;2;9996;1;9995;26;10004;1;10005;26;;;10001.0;104.0
1;27000;KELP;2033;27;;;;;2035;6;2036;27;;;2034.0;-55.69921875
1;27100;KELP;2035;1;2033;29;;;2036;29;;;;;2035.5;-55.53515625
1;27100;SQUID_INK;1851;1;1849;29;;;1852;29;;;;;1851.5;514.677734375
1;27100;RAINFOREST_RESIN;9996;2;9995;27;;;9998;1;10002;10;10004;2;9997.0;104.0
1;27200;RAINFOREST_RESIN;9998;3;9996;2;9995;23;10004;2;10005;23;;;10001.0;106.0
1;27200;KELP;2035;1;2033;32;;;2036;25;;;;;2035.5;-55.056640625
1;27200;SQUID_INK;1853;1;1851;32;;;1854;25;;;;;1853.5;541.837890625
1;27300;KELP;2033;24;;;;;2036;25;;;;;2034.5;-55.376953125
1;27300;SQUID_INK;1850;24;;;;;1853;25;;;;;1851.5;525.640625
1;27300;RAINFOREST_RESIN;9995;25;;;;;10002;8;10005;25;;;9998.5;106.0
1;27400;SQUID_INK;1849;6;1848;23;;;1851;1;1852;22;;;1850.0;501.595703125
1;27400;RAINFOREST_RESIN;9996;1;9995;22;;;9998;3;10004;1;10005;22;9997.0;106.0
1;27400;KELP;2034;6;2033;23;;;2036;23;;;;;2035.0;-54.736328125
1;27500;SQUID_INK;1848;30;;;;;1851;30;;;;;1849.5;492.318359375
1;27500;KELP;2033;30;;;;;2036;30;;;;;2034.5;-55.685546875
1;27500;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;108.0
1;27600;RAINFOREST_RESIN;9996;2;9995;26;;;10002;4;10004;2;10005;26;9999.0;108.0
1;27600;KELP;2035;1;2033;34;;;2036;28;;;;;2035.5;-55.689453125
1;27600;SQUID_INK;1851;1;1849;34;;;1852;28;;;;;1851.5;508.216796875
1;27700;SQUID_INK;1849;32;;;;;1852;32;;;;;1850.5;506.041015625
1;27700;KELP;2033;32;;;;;2036;32;;;;;2034.5;-55.39453125
1;27700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;108.0
1;27800;SQUID_INK;1848;27;;;;;1851;22;;;;;1849.5;497.9296875
1;27800;RAINFOREST_RESIN;9998;2;9996;2;9995;20;10004;2;10005;20;;;10001.0;108.0
1;27800;KELP;2033;27;;;;;2036;22;;;;;2034.5;-55.873046875
1;27900;SQUID_INK;1848;29;;;;;1850;8;1851;29;;;1849.0;497.630859375
1;27900;KELP;2033;29;;;;;2035;8;2036;29;;;2034.0;-55.705078125
1;27900;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;108.0
1;28000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;108.0
1;28000;KELP;2033;26;;;;;2036;22;;;;;2034.5;-54.90625
1;28000;SQUID_INK;1849;26;;;;;1852;22;;;;;1850.5;511.91015625
1;28100;SQUID_INK;1848;1;1847;20;;;1851;21;;;;;1849.5;487.751953125
1;28100;KELP;2033;21;;;;;2036;21;;;;;2034.5;-54.583984375
1;28100;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;108.0
1;28200;SQUID_INK;1849;23;;;;;1852;23;;;;;1850.5;516.470703125
1;28200;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;108.0
1;28200;KELP;2033;23;;;;;2036;23;;;;;2034.5;-55.873046875
1;28300;SQUID_INK;1849;30;;;;;1852;30;;;;;1850.5;506.134765625
1;28300;KELP;2033;30;;;;;2036;30;;;;;2034.5;-55.2265625
1;28300;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;108.0
1;28400;RAINFOREST_RESIN;9995;20;;;;;10002;8;10005;20;;;9998.5;108.0
1;28400;KELP;2033;20;;;;;2036;20;;;;;2034.5;-54.90234375
1;28400;SQUID_INK;1849;20;;;;;1853;20;;;;;1851.0;519.599609375
1;28500;KELP;2033;33;;;;;2036;30;;;;;2034.5;-55.220703125
1;28500;SQUID_INK;1847;33;;;;;1850;30;;;;;1848.5;476.3984375
1;28500;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;108.0
1;28600;KELP;2033;27;;;;;2034;5;2036;28;;;2033.5;-56.146484375
1;28600;SQUID_INK;1848;27;;;;;1849;5;1851;28;;;1848.5;488.0859375
1;28600;RAINFOREST_RESIN;9996;2;9995;26;;;10000;5;10002;5;10004;2;9998.0;108.0
1;28700;SQUID_INK;1848;23;;;;;1851;24;;;;;1849.5;495.17578125
1;28700;RAINFOREST_RESIN;9998;8;9996;2;9995;22;10004;2;10005;22;;;10001.0;108.0
1;28700;KELP;2033;23;;;;;2036;24;;;;;2034.5;-56.626953125
1;28800;RAINFOREST_RESIN;9995;21;;;;;10002;8;10005;21;;;9998.5;108.0
1;28800;KELP;2033;21;;;;;2036;21;;;;;2034.5;-57.923828125
1;28800;SQUID_INK;1848;21;;;;;1851;21;;;;;1849.5;499.912109375
1;28900;KELP;2033;24;;;;;2036;23;;;;;2034.5;-57.7578125
1;28900;SQUID_INK;1850;24;;;;;1853;23;;;;;1851.5;524.810546875
1;28900;RAINFOREST_RESIN;9996;1;9995;22;;;10002;5;10004;1;10005;22;9999.0;108.0
1;29000;KELP;2033;26;;;;;2036;26;;;;;2034.5;-57.927734375
1;29000;SQUID_INK;1851;2;1850;24;;;1854;26;;;;;1852.5;538.80078125
1;29000;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;108.0
1;29100;SQUID_INK;1850;23;;;;;1853;23;;;;;1851.5;532.078125
1;29100;RAINFOREST_RESIN;9995;23;;;;;10002;2;10005;23;;;9998.5;110.0
1;29100;KELP;2033;23;;;;;2036;23;;;;;2034.5;-58.755859375
1;29200;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;110.0
1;29200;KELP;2033;23;;;;;2036;23;;;;;2034.5;-58.908203125
1;29200;SQUID_INK;1850;23;;;;;1853;1;1854;22;;;1851.5;535.806640625
1;29300;KELP;2033;23;;;;;2036;23;;;;;2034.5;-58.748046875
1;29300;SQUID_INK;1850;1;1849;22;;;1853;23;;;;;1851.5;520.90625
1;29300;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;110.0
1;29400;KELP;2033;25;;;;;2036;25;;;;;2034.5;-58.587890625
1;29400;SQUID_INK;1851;25;;;;;1854;25;;;;;1852.5;540.626953125
1;29400;RAINFOREST_RESIN;9996;2;9995;23;;;10002;4;10004;2;10005;23;9999.0;110.0
1;29500;SQUID_INK;1850;19;;;;;1853;20;;;;;1851.5;525.578125
1;29500;RAINFOREST_RESIN;9998;6;9995;20;;;10005;20;;;;;10001.5;110.0
1;29500;KELP;2033;19;;;;;2036;20;;;;;2034.5;-58.265625
1;29600;RAINFOREST_RESIN;9996;1;9995;26;;;10000;4;10004;1;10005;26;9998.0;110.0
1;29600;KELP;2033;27;;;;;2034;4;2036;27;;;2033.5;-58.59765625
1;29600;SQUID_INK;1853;27;;;;;1854;4;1856;27;;;1853.5;575.072265625
1;29700;KELP;2033;23;;;;;2035;8;2036;23;;;2034.0;-57.951171875
1;29700;SQUID_INK;1851;1;1850;22;;;1852;8;1854;23;;;1851.5;537.6484375
1;29700;RAINFOREST_RESIN;9996;1;9995;22;;;10002;7;10004;1;10005;22;9999.0;110.0
1;29800;KELP;2035;1;2033;29;;;2036;25;;;;;2035.5;-58.224609375
1;29800;SQUID_INK;1855;1;1853;29;;;1856;25;;;;;1855.5;577.263671875
1;29800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;110.0
1;29900;SQUID_INK;1854;32;;;;;1857;32;;;;;1855.5;590.0859375
1;29900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;110.0
1;29900;KELP;2033;32;;;;;2036;32;;;;;2034.5;-62.244140625
1;30000;RAINFOREST_RESIN;9998;10;9996;2;9995;23;10004;2;10005;23;;;10001.0;110.0
1;30000;KELP;2033;29;;;;;2036;25;;;;;2034.5;-66.4140625
1;30000;SQUID_INK;1854;29;;;;;1857;25;;;;;1855.5;594.294921875
1;30100;KELP;2033;21;;;;;2036;1;2037;20;;;2034.5;-70.5419921875
1;30100;SQUID_INK;1853;21;;;;;1856;21;;;;;1854.5;574.8125
1;30100;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;110.0
1;30200;KELP;2033;30;;;;;2036;2;2037;28;;;2034.5;-70.90234375
1;30200;SQUID_INK;1851;30;;;;;1854;2;1855;28;;;1852.5;561.357421875
1;30200;RAINFOREST_RESIN;9996;2;9995;28;;;9998;1;10002;8;10004;2;9997.0;110.0
1;30300;SQUID_INK;1851;31;;;;;1853;1;1854;31;;;1852.0;558.279296875
1;30300;RAINFOREST_RESIN;10002;4;9996;2;9995;29;10004;2;10005;29;;;10003.0;112.0
1;30300;KELP;2033;31;;;;;2035;1;2036;2;2037;29;2034.0;-70.8330078125
1;30400;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;114.0
1;30400;KELP;2035;2;2033;30;;;2037;30;;;;;2036.0;-71.1875
1;30400;SQUID_INK;1852;2;1850;30;;;1853;30;;;;;1852.5;549.775390625
1;30500;KELP;2034;5;2033;30;;;2037;30;;;;;2035.5;-71.1826171875
1;30500;SQUID_INK;1852;35;;;;;1855;30;;;;;1853.5;565.298828125
1;30500;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;114.0
1;30600;KELP;2033;32;;;;;2035;7;2036;2;2037;30;2034.0;-71.142578125
1;30600;SQUID_INK;1851;2;1850;30;;;1852;7;1854;32;;;1851.5;552.27734375
1;30600;RAINFOREST_RESIN;10002;1;9996;2;9995;30;10004;2;10005;30;;;10003.0;114.0
1;30700;SQUID_INK;1851;2;1850;27;;;1854;29;;;;;1852.5;553.0
1;30700;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;116.0
1;30700;KELP;2033;29;;;;;2037;29;;;;;2035.0;-71.3623046875
1;30800;RAINFOREST_RESIN;9998;8;9996;2;9995;29;10004;2;10005;29;;;10001.0;116.0
1;30800;KELP;2033;31;;;;;2036;2;2037;29;;;2034.5;-71.1484375
1;30800;SQUID_INK;1849;31;;;;;1852;31;;;;;1850.5;538.037109375
1;30900;KELP;2033;21;;;;;2035;7;2036;21;;;2034.0;-70.068359375
1;30900;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;116.0
1;30900;SQUID_INK;1850;21;;;;;1852;7;1853;21;;;1851.0;545.630859375
1;31000;KELP;2035;6;2033;28;;;2036;28;;;;;2035.5;-70.2099609375
1;31000;SQUID_INK;1851;6;1849;28;;;1852;2;1853;26;;;1851.5;541.01171875
1;31000;RAINFOREST_RESIN;9996;2;9995;26;;;10002;2;10004;2;10005;26;9999.0;116.0
1;31100;RAINFOREST_RESIN;10002;1;9995;23;;;10005;23;;;;;10003.5;116.0
1;31100;SQUID_INK;1850;14;;;;;1853;23;;;;;1851.5;543.33203125
1;31100;KELP;2033;23;;;;;2034;9;2037;23;;;2033.5;-71.4169921875
1;31200;RAINFOREST_RESIN;9996;1;9995;21;;;10002;6;10004;1;10005;21;9999.0;116.0
1;31200;KELP;2033;21;;;;;2035;8;2037;22;;;2034.0;-73.2626953125
1;31200;SQUID_INK;1850;21;;;;;1852;8;1853;22;;;1851.0;547.1484375
1;31300;KELP;2034;2;2033;20;;;2037;22;;;;;2035.5;-73.05078125
1;31300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;116.0
1;31300;SQUID_INK;1851;2;1850;20;;;1854;22;;;;;1852.5;552.412109375
1;31400;KELP;2033;22;;;;;2037;22;;;;;2035.0;-72.892578125
1;31400;SQUID_INK;1851;22;;;;;1855;22;;;;;1853.0;561.55859375
1;31400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;116.0
1;31500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;116.0
1;31500;SQUID_INK;1852;22;;;;;1855;22;;;;;1853.5;569.193359375
1;31500;KELP;2034;1;2033;21;;;2037;22;;;;;2035.5;-73.40625
1;31600;RAINFOREST_RESIN;9995;24;;;;;9998;3;10005;24;;;9996.5;116.0
1;31600;KELP;2033;24;;;;;2037;24;;;;;2035.0;-73.4775390625
1;31600;SQUID_INK;1851;24;;;;;1854;24;;;;;1852.5;556.029296875
1;31700;KELP;2033;29;;;;;2037;29;;;;;2035.0;-73.056640625
1;31700;RAINFOREST_RESIN;9995;29;;;;;10002;3;10005;29;;;9998.5;118.0
1;31700;SQUID_INK;1852;29;;;;;1856;29;;;;;1854.0;571.787109375
1;31800;KELP;2035;2;2033;24;;;2037;24;;;;;2036.0;-72.6953125
1;31800;SQUID_INK;1850;2;1849;24;;;1852;24;;;;;1851.0;536.119140625
1;31800;RAINFOREST_RESIN;9996;2;9995;22;;;10002;2;10004;2;10005;22;9999.0;118.0
1;31900;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;118.0
1;31900;SQUID_INK;1848;8;1847;26;;;1851;28;;;;;1849.5;522.578125
1;31900;KELP;2034;6;2033;28;;;2037;28;;;;;2035.5;-72.2763671875
1;32000;RAINFOREST_RESIN;9996;2;9995;20;;;10002;10;10004;2;10005;20;9999.0;118.0
1;32000;SQUID_INK;1847;22;;;;;1850;22;;;;;1848.5;516.162109375
1;32000;KELP;2033;22;;;;;2037;22;;;;;2035.0;-71.490234375
1;32100;KELP;2033;25;;;;;2037;25;;;;;2035.0;-70.5849609375
1;32100;RAINFOREST_RESIN;9998;9;9995;25;;;10005;25;;;;;10001.5;118.0
1;32100;SQUID_INK;1848;25;;;;;1851;25;;;;;1849.5;523.21875
1;32200;SQUID_INK;1846;25;;;;;1849;25;;;;;1847.5;508.431640625
1;32200;KELP;2033;25;;;;;2036;1;2037;24;;;2034.5;-71.08203125
1;32200;RAINFOREST_RESIN;9996;1;9995;24;;;10002;5;10004;1;10005;24;9999.0;118.0
1;32300;RAINFOREST_RESIN;10000;3;9996;2;9995;30;10004;2;10005;30;;;10002.0;118.0
1;32300;SQUID_INK;1847;3;1846;32;;;1849;32;;;;;1848.0;509.21484375
1;32300;KELP;2034;3;2033;32;;;2037;32;;;;;2035.5;-71.580078125
1;32400;RAINFOREST_RESIN;9998;2;9995;29;;;10005;29;;;;;10001.5;118.0
1;32400;SQUID_INK;1846;29;;;;;1849;29;;;;;1847.5;506.669921875
1;32400;KELP;2033;29;;;;;2037;29;;;;;2035.0;-72.0048828125
1;32500;KELP;2034;3;2033;24;;;2037;26;;;;;2035.5;-72.9296875
1;32500;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;118.0
1;32500;SQUID_INK;1846;1;1845;26;;;1848;2;1849;24;;;1847.0;501.1328125
1;32600;SQUID_INK;1843;28;;;;;1846;28;;;;;1844.5;462.111328125
1;32600;KELP;2034;2;2033;26;;;2037;28;;;;;2035.5;-76.427734375
1;32600;RAINFOREST_RESIN;9998;1;9996;2;9995;26;10004;2;10005;26;;;10001.0;120.0
1;32700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;120.0
1;32700;SQUID_INK;1839;32;;;;;1842;32;;;;;1840.5;392.671875
1;32700;KELP;2034;32;;;;;2037;32;;;;;2035.5;-79.72265625
1;32800;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;120.0
1;32800;SQUID_INK;1838;29;;;;;1841;29;;;;;1839.5;371.12890625
1;32800;KELP;2034;29;;;;;2037;29;;;;;2035.5;-82.45703125
1;32900;KELP;2034;21;;;;;2037;21;;;;;2035.5;-82.177734375
1;32900;RAINFOREST_RESIN;9996;1;9995;20;;;10002;10;10004;1;10005;20;9999.0;120.0
1;32900;SQUID_INK;1834;21;;;;;1837;21;;;;;1835.5;306.95703125
1;33000;SQUID_INK;1837;28;;;;;1839;4;1840;28;;;1838.0;356.90625
1;33000;KELP;2034;28;;;;;2036;4;2037;28;;;2035.0;-82.447265625
1;33000;RAINFOREST_RESIN;9998;2;9995;28;;;10005;28;;;;;10001.5;120.0
1;33100;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;120.0
1;33100;SQUID_INK;1836;26;;;;;1839;26;;;;;1837.5;334.12890625
1;33100;KELP;2034;1;2033;25;;;2037;26;;;;;2035.5;-81.44140625
1;33200;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;120.0
1;33200;SQUID_INK;1835;24;;;;;1837;5;1838;24;;;1836.0;323.28515625
1;33200;KELP;2034;1;2033;23;;;2035;5;2037;24;;;2034.5;-80.728515625
1;33300;KELP;2034;31;;;;;2037;31;;;;;2035.5;-82.150390625
1;33300;RAINFOREST_RESIN;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;120.0
1;33300;SQUID_INK;1833;31;;;;;1836;31;;;;;1834.5;286.03125
1;33400;SQUID_INK;1833;20;;;;;1835;2;1836;20;;;1834.0;291.140625
1;33400;KELP;2034;20;;;;;2036;2;2037;20;;;2035.0;-82.291015625
1;33400;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;120.0
1;33500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;4;10004;2;10005;21;9999.0;120.0
1;33500;SQUID_INK;1840;23;;;;;1843;23;;;;;1841.5;412.4921875
1;33500;KELP;2034;2;2033;21;;;2037;23;;;;;2035.5;-81.869140625
1;33600;RAINFOREST_RESIN;9995;27;;;;;9998;2;10005;27;;;9996.5;120.0
1;33600;SQUID_INK;1843;27;;;;;1846;27;;;;;1844.5;463.75
1;33600;KELP;2033;27;;;;;2037;27;;;;;2035.0;-81.869140625
1;33700;KELP;2034;1;2033;25;;;2036;6;2037;26;;;2035.0;-81.873046875
1;33700;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;122.0
1;33700;SQUID_INK;1842;26;;;;;1844;6;1845;26;;;1843.0;455.35546875
1;33800;SQUID_INK;1845;21;;;;;1848;21;;;;;1846.5;506.71875
1;33800;KELP;2033;21;;;;;2037;21;;;;;2035.0;-81.873046875
1;33800;RAINFOREST_RESIN;9995;21;;;;;10002;4;10005;21;;;9998.5;122.0
1;33900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;122.0
1;33900;SQUID_INK;1845;28;;;;;1848;28;;;;;1846.5;504.0
1;33900;KELP;2034;28;;;;;2037;28;;;;;2035.5;-82.875
1;34000;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;122.0
1;34000;SQUID_INK;1848;1;1846;30;;;1849;30;;;;;1848.5;518.38671875
1;34000;KELP;2036;1;2034;2;2033;28;2037;30;;;;;2036.5;-82.037109375
1;34100;KELP;2034;27;;;;;2037;27;;;;;2035.5;-82.173828125
1;34100;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;122.0
1;34100;SQUID_INK;1845;27;;;;;1848;2;1849;25;;;1846.5;510.2109375
1;34200;SQUID_INK;1847;32;;;;;1850;32;;;;;1848.5;534.01171875
1;34200;KELP;2034;2;2033;30;;;2037;32;;;;;2035.5;-81.74609375
1;34200;RAINFOREST_RESIN;9996;2;9995;30;;;10002;2;10004;2;10005;30;9999.0;122.0
1;34300;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;122.0
1;34300;SQUID_INK;1846;28;;;;;1849;29;;;;;1847.5;526.6328125
1;34300;KELP;2034;28;;;;;2037;29;;;;;2035.5;-82.322265625
1;34400;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;122.0
1;34400;SQUID_INK;1846;30;;;;;1849;30;;;;;1847.5;527.05859375
1;34400;KELP;2034;2;2033;28;;;2037;30;;;;;2035.5;-82.04296875
1;34500;KELP;2034;24;;;;;2037;24;;;;;2035.5;-82.181640625
1;34500;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;122.0
1;34500;SQUID_INK;1844;24;;;;;1847;24;;;;;1845.5;491.52734375
1;34600;SQUID_INK;1846;24;;;;;1849;24;;;;;1847.5;517.28125
1;34600;KELP;2034;24;;;;;2037;24;;;;;2035.5;-83.158203125
1;34600;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;122.0
1;34700;SQUID_INK;1847;32;;;;;1850;25;;;;;1848.5;538.94921875
1;34700;KELP;2034;32;;;;;2037;25;;;;;2035.5;-82.87109375
